DateID,Date,Year,MonthNum,MonthName,Quarter,order_month
521,2015-06-05,2015,6,June,2,2015-06
522,2015-06-06,2015,6,June,2,2015-06
523,2015-06-07,2015,6,June,2,2015-06
524,2015-06-08,2015,6,June,2,2015-06
525,2015-06-09,2015,6,June,2,2015-06
526,2015-06-10,2015,6,June,2,2015-06
527,2015-06-11,2015,6,June,2,2015-06
528,2015-06-12,2015,6,June,2,2015-06
529,2015-06-13,2015,6,June,2,2015-06
530,2015-06-14,2015,6,June,2,2015-06
531,2015-06-15,2015,6,June,2,2015-06
532,2015-06-16,2015,6,June,2,2015-06
533,2015-06-17,2015,6,June,2,2015-06
534,2015-06-18,2015,6,June,2,2015-06
535,2015-06-19,2015,6,June,2,2015-06
536,2015-06-20,2015,6,June,2,2015-06
537,2015-06-21,2015,6,June,2,2015-06
538,2015-06-22,2015,6,June,2,2015-06
539,2015-06-23,2015,6,June,2,2015-06
540,2015-06-24,2015,6,June,2,2015-06
541,2015-06-25,2015,6,June,2,2015-06
542,2015-06-26,2015,6,June,2,2015-06
543,2015-06-27,2015,6,June,2,2015-06
544,2015-06-28,2015,6,June,2,2015-06
545,2015-06-29,2015,6,June,2,2015-06
546,2015-06-30,2015,6,June,2,2015-06
547,2015-07-01,2015,7,July,3,2015-07
548,2015-07-02,2015,7,July,3,2015-07
549,2015-07-03,2015,7,July,3,2015-07
550,2015-07-04,2015,7,July,3,2015-07
551,2015-07-05,2015,7,July,3,2015-07
552,2015-07-06,2015,7,July,3,2015-07
553,2015-07-07,2015,7,July,3,2015-07
554,2015-07-08,2015,7,July,3,2015-07
555,2015-07-09,2015,7,July,3,2015-07
556,2015-07-10,2015,7,July,3,2015-07
557,2015-07-11,2015,7,July,3,2015-07
558,2015-07-12,2015,7,July,3,2015-07
559,2015-07-13,2015,7,July,3,2015-07
560,2015-07-14,2015,7,July,3,2015-07
561,2015-07-15,2015,7,July,3,2015-07
562,2015-07-16,2015,7,July,3,2015-07
563,2015-07-17,2015,7,July,3,2015-07
564,2015-07-18,2015,7,July,3,2015-07
565,2015-07-19,2015,7,July,3,2015-07
566,2015-07-20,2015,7,July,3,2015-07
567,2015-07-21,2015,7,July,3,2015-07
568,2015-07-22,2015,7,July,3,2015-07
569,2015-07-23,2015,7,July,3,2015-07
570,2015-07-24,2015,7,July,3,2015-07
571,2015-07-25,2015,7,July,3,2015-07
572,2015-07-26,2015,7,July,3,2015-07
573,2015-07-27,2015,7,July,3,2015-07
574,2015-07-28,2015,7,July,3,2015-07
575,2015-07-29,2015,7,July,3,2015-07
576,2015-07-30,2015,7,July,3,2015-07
577,2015-07-31,2015,7,July,3,2015-07
578,2015-08-01,2015,8,August,3,2015-08
579,2015-08-02,2015,8,August,3,2015-08
580,2015-08-03,2015,8,August,3,2015-08
581,2015-08-04,2015,8,August,3,2015-08
582,2015-08-05,2015,8,August,3,2015-08
583,2015-08-06,2015,8,August,3,2015-08
584,2015-08-07,2015,8,August,3,2015-08
585,2015-08-08,2015,8,August,3,2015-08
586,2015-08-09,2015,8,August,3,2015-08
587,2015-08-10,2015,8,August,3,2015-08
588,2015-08-11,2015,8,August,3,2015-08
589,2015-08-12,2015,8,August,3,2015-08
590,2015-08-13,2015,8,August,3,2015-08
591,2015-08-14,2015,8,August,3,2015-08
592,2015-08-15,2015,8,August,3,2015-08
593,2015-08-16,2015,8,August,3,2015-08
594,2015-08-17,2015,8,August,3,2015-08
595,2015-08-18,2015,8,August,3,2015-08
596,2015-08-19,2015,8,August,3,2015-08
597,2015-08-20,2015,8,August,3,2015-08
598,2015-08-21,2015,8,August,3,2015-08
599,2015-08-22,2015,8,August,3,2015-08
600,2015-08-23,2015,8,August,3,2015-08
601,2015-08-24,2015,8,August,3,2015-08
602,2015-08-25,2015,8,August,3,2015-08
